gene_name	chrom	arm	start	end	strand	gene_id
WSCD2	chr12	q	108523248	108644314	+	ENSG00000075035.5
CMKLR1	chr12	q	108681821	108733118	-	ENSG00000174600.9
FICD	chr12	q	108908962	108919614	+	ENSG00000198855.2
SART3	chr12	q	108916357	108955176	-	ENSG00000075856.7
ISCU	chr12	q	108956358	108963160	+	ENSG00000136003.11
TMEM119	chr12	q	108983622	108992096	-	ENSG00000183160.8
SELPLG	chr12	q	109015686	109027735	-	ENSG00000110876.8
CORO1C	chr12	q	109038885	109125372	-	ENSG00000110880.6
SSH1	chr12	q	109176466	109251366	-	ENSG00000084112.10
DAO	chr12	q	109252708	109294819	+	ENSG00000110887.3
SVOP	chr12	q	109304658	109459045	-	ENSG00000166111.5
USP30	chr12	q	109460894	109525831	+	ENSG00000135093.8
ALKBH2	chr12	q	109525996	109531436	-	ENSG00000189046.6
UNG	chr12	q	109535379	109548797	+	ENSG00000076248.6
ACACB	chr12	q	109554400	109706031	+	ENSG00000076555.11
FOXN4	chr12	q	109715784	109747025	-	ENSG00000139445.13
MYO1H	chr12	q	109785708	109893328	+	ENSG00000174527.5
KCTD10	chr12	q	109886461	109915349	-	ENSG00000110906.8
UBE3B	chr12	q	109915207	109974507	+	ENSG00000151148.9
MMAB	chr12	q	109991542	110011679	-	ENSG00000139428.7
MVK	chr12	q	110011060	110035067	+	ENSG00000110921.7
FAM222A	chr12	q	110152033	110208312	+	ENSG00000139438.5
TRPV4	chr12	q	110220890	110271212	-	ENSG00000111199.6
GLTP	chr12	q	110288748	110318293	-	ENSG00000139433.5
TCHP	chr12	q	110338069	110421646	+	ENSG00000139437.13
GIT2	chr12	q	110367607	110434194	-	ENSG00000139436.16
ANKRD13A	chr12	q	110436991	110477568	+	ENSG00000076513.12
C12orf76	chr12	q	110465872	110511491	-	ENSG00000174456.9
IFT81	chr12	q	110562140	110656602	+	ENSG00000122970.11
ATP2A2	chr12	q	110718561	110788898	+	ENSG00000174437.12
ANAPC7	chr12	q	110810705	110841535	-	ENSG00000196510.8
ARPC3	chr12	q	110872630	110888227	-	ENSG00000111229.11
GPN3	chr12	q	110890289	110907073	-	ENSG00000111231.4
FAM216A	chr12	q	110906169	110928190	+	ENSG00000204856.7
VPS29	chr12	q	110928902	110939922	-	ENSG00000111237.14
RAD9B	chr12	q	110939460	110969891	+	ENSG00000151164.14
PPTC7	chr12	q	110969120	111021125	-	ENSG00000196850.4
TCTN1	chr12	q	111051832	111087235	+	ENSG00000204852.11
HVCN1	chr12	q	111065646	111142755	-	ENSG00000122986.9
PPP1CC	chr12	q	111157485	111180744	-	ENSG00000186298.7
CCDC63	chr12	q	111284573	111345339	+	ENSG00000173093.8
MYL2	chr12	q	111348623	111358526	-	ENSG00000111245.10
CUX2	chr12	q	111471828	111788358	+	ENSG00000111249.9
FAM109A	chr12	q	111798455	111806925	-	ENSG00000198324.10
SH2B3	chr12	q	111843752	111889427	+	ENSG00000111252.6
ATXN2	chr12	q	111890018	112037480	-	ENSG00000204842.10
BRAP	chr12	q	112079950	112123790	-	ENSG00000089234.11
ACAD10	chr12	q	112123857	112194903	+	ENSG00000111271.10
RP11-162P23.2	chr12	q	112191694	112229222	+	ENSG00000257767.2
ALDH2	chr12	q	112204691	112247782	+	ENSG00000111275.8
MAPKAPK5	chr12	q	112279782	112334343	+	ENSG00000089022.9
TMEM116	chr12	q	112369086	112450970	-	ENSG00000198270.8
ERP29	chr12	q	112451120	112461255	+	ENSG00000089248.6
NAA25	chr12	q	112464500	112546826	-	ENSG00000111300.5
TRAFD1	chr12	q	112563305	112591407	+	ENSG00000135148.7
HECTD4	chr12	q	112597992	112819896	-	ENSG00000173064.6
RPL6	chr12	q	112842994	112856642	-	ENSG00000089009.11
PTPN11	chr12	q	112856155	112947717	+	ENSG00000179295.11
RPH3A	chr12	q	113008184	113336686	+	ENSG00000089169.10
OAS1	chr12	q	113344582	113369990	+	ENSG00000089127.8
OAS3	chr12	q	113376157	113411054	+	ENSG00000111331.8
OAS2	chr12	q	113416200	113449528	+	ENSG00000111335.8
DTX1	chr12	q	113494514	113535833	+	ENSG00000135144.3
RASAL1	chr12	q	113536624	113574044	-	ENSG00000111344.7
CCDC42B	chr12	q	113587663	113597081	+	ENSG00000186710.7
DDX54	chr12	q	113594979	113623284	-	ENSG00000123064.8
C12orf52	chr12	q	113623331	113630173	+	ENSG00000139405.11
IQCD	chr12	q	113633246	113658899	-	ENSG00000166578.5
TPCN1	chr12	q	113658855	113736390	+	ENSG00000186815.8
SLC8B1	chr12	q	113736564	113797298	-	ENSG00000089060.7
PLBD2	chr12	q	113796371	113827203	+	ENSG00000151176.3
SDS	chr12	q	113830250	113864106	-	ENSG00000135094.6
SDSL	chr12	q	113860042	113876081	+	ENSG00000139410.10
LHX5	chr12	q	113899839	113910085	-	ENSG00000089116.3
RBM19	chr12	q	114254543	114404176	-	ENSG00000122965.6
TBX5	chr12	q	114791736	114846247	-	ENSG00000089225.15
TBX3	chr12	q	115108059	115121969	-	ENSG00000135111.10
RP11-116D17.1	chr12	q	115800817	115802550	+	ENSG00000257726.1
MED13L	chr12	q	116395711	116715143	-	ENSG00000123066.3
MAP1LC3B2	chr12	q	116997186	117014425	+	ENSG00000171471.5
C12orf49	chr12	q	117153593	117175875	-	ENSG00000111412.4
RNFT2	chr12	q	117176096	117291436	+	ENSG00000135119.10
HRK	chr12	q	117293949	117319246	-	ENSG00000135116.5
FBXW8	chr12	q	117348761	117468953	+	ENSG00000174989.8
TESC	chr12	q	117476728	117537284	-	ENSG00000088992.13
FBXO21	chr12	q	117581146	117628336	-	ENSG00000135108.10
NOS1	chr12	q	117645947	117889975	-	ENSG00000089250.14
KSR2	chr12	q	117890817	118406788	-	ENSG00000171435.9
RFC5	chr12	q	118451393	118470935	+	ENSG00000111445.9
WSB2	chr12	q	118470712	118500235	-	ENSG00000176871.4
VSIG10	chr12	q	118501398	118573831	-	ENSG00000176834.9
PEBP1	chr12	q	118573663	118583389	+	ENSG00000089220.4
TAOK3	chr12	q	118587606	118810750	-	ENSG00000135090.9
SUDS3	chr12	q	118814185	118855840	+	ENSG00000111707.7
SRRM4	chr12	q	119419300	119600856	+	ENSG00000139767.4
HSPB8	chr12	q	119616447	119658936	+	ENSG00000152137.2
CCDC60	chr12	q	119772517	119978852	+	ENSG00000183273.2
TMEM233	chr12	q	120031264	120079363	+	ENSG00000224982.2
PRKAB1	chr12	q	120105558	120119435	+	ENSG00000111725.6
CIT	chr12	q	120123595	120315095	-	ENSG00000122966.9
RP1-127H14.3	chr12	q	120137573	120138816	+	ENSG00000255692.1
CCDC64	chr12	q	120427673	120532298	+	ENSG00000135127.7
RAB35	chr12	q	120532899	120555306	-	ENSG00000111737.7
GCN1L1	chr12	q	120565007	120632513	-	ENSG00000089154.6
RPLP0	chr12	q	120634489	120639038	-	ENSG00000089157.11
PXN	chr12	q	120648250	120703574	-	ENSG00000089159.11
SIRT4	chr12	q	120740119	120751052	+	ENSG00000089163.4
PLA2G1B	chr12	q	120759914	120765592	-	ENSG00000170890.9
MSI1	chr12	q	120779133	120806983	-	ENSG00000135097.2
COX6A1	chr12	q	120875893	120878545	+	ENSG00000111775.2
AL021546.6	chr12	q	120876001	120897809	+	ENSG00000111780.8
TRIAP1	chr12	q	120881764	120884215	-	ENSG00000170855.3
GATC	chr12	q	120884241	120899389	+	ENSG00000257218.1
SRSF9	chr12	q	120899471	120907596	-	ENSG00000111786.4
DYNLL1	chr12	q	120907653	120936296	+	ENSG00000088986.6
COQ5	chr12	q	120941077	120972237	-	ENSG00000110871.10
RNF10	chr12	q	120971283	121015397	+	ENSG00000022840.11
POP5	chr12	q	121016567	121019201	-	ENSG00000167272.6
CABP1	chr12	q	121078355	121105127	+	ENSG00000157782.5
MLEC	chr12	q	121124672	121139667	+	ENSG00000110917.3
UNC119B	chr12	q	121148238	121161443	+	ENSG00000175970.7
ACADS	chr12	q	121163538	121177811	+	ENSG00000122971.4
SPPL3	chr12	q	121200313	121342174	-	ENSG00000157837.11
AC079602.1	chr12	q	121407641	121410095	-	ENSG00000272214.1
HNF1A	chr12	q	121416346	121440315	+	ENSG00000135100.13
C12orf43	chr12	q	121440225	121454305	-	ENSG00000157895.7
OASL	chr12	q	121458095	121477045	-	ENSG00000135114.8
P2RX7	chr12	q	121570622	121623876	+	ENSG00000089041.12
P2RX4	chr12	q	121647660	121671909	+	ENSG00000135124.10
CAMKK2	chr12	q	121675497	121736111	-	ENSG00000110931.14
ANAPC5	chr12	q	121746048	121837699	-	ENSG00000089053.8
RNF34	chr12	q	121837844	121868389	+	ENSG00000170633.12
KDM2B	chr12	q	121866900	122018920	-	ENSG00000089094.12
ORAI1	chr12	q	122064455	122080583	+	ENSG00000182500.7
MORN3	chr12	q	122089024	122110537	-	ENSG00000139714.8
TMEM120B	chr12	q	122150658	122220907	+	ENSG00000188735.8
RHOF	chr12	q	122215664	122241309	-	ENSG00000139725.3
SETD1B	chr12	q	122242086	122270562	+	ENSG00000139718.6
HPD	chr12	q	122277433	122301502	-	ENSG00000158104.7
PSMD9	chr12	q	122326637	122356203	+	ENSG00000110801.9
RP11-87C12.2	chr12	q	122326715	122359376	+	ENSG00000256950.2
WDR66	chr12	q	122355768	122441833	+	ENSG00000158023.5
BCL7A	chr12	q	122457328	122499948	+	ENSG00000110987.4
MLXIP	chr12	q	122516628	122631894	+	ENSG00000175727.9
LRRC43	chr12	q	122652285	122688018	+	ENSG00000158113.8
IL31	chr12	q	122656577	122658746	-	ENSG00000204671.1
B3GNT4	chr12	q	122688090	122693499	+	ENSG00000176383.8
DIABLO	chr12	q	122692210	122712081	-	ENSG00000184047.11
RP11-512M8.5	chr12	q	122692326	122750970	-	ENSG00000256861.1
VPS33A	chr12	q	122714111	122751068	-	ENSG00000139719.5
CLIP1	chr12	q	122755979	122907179	-	ENSG00000130779.15
ZCCHC8	chr12	q	122957417	122985518	-	ENSG00000033030.9
RSRC2	chr12	q	122989190	123011547	-	ENSG00000111011.13
KNTC1	chr12	q	123011793	123110943	+	ENSG00000184445.7
HCAR1	chr12	q	123104824	123215390	-	ENSG00000196917.4
HCAR2	chr12	q	123185840	123187890	-	ENSG00000182782.7
HCAR3	chr12	q	123199303	123201439	-	ENSG00000255398.2
DENR	chr12	q	123237321	123255611	+	ENSG00000139726.6
CCDC62	chr12	q	123258874	123312075	+	ENSG00000130783.9
HIP1R	chr12	q	123319000	123347507	+	ENSG00000130787.9
VPS37B	chr12	q	123349882	123380991	-	ENSG00000139722.2
ABCB9	chr12	q	123405498	123466196	-	ENSG00000150967.13
OGFOD2	chr12	q	123459127	123464590	+	ENSG00000111325.12
ARL6IP4	chr12	q	123464607	123467456	+	ENSG00000182196.9
PITPNM2	chr12	q	123468027	123634562	-	ENSG00000090975.8
MPHOSPH9	chr12	q	123636867	123728561	-	ENSG00000051825.10
C12orf65	chr12	q	123717463	123742506	+	ENSG00000130921.3
CDK2AP1	chr12	q	123745528	123756881	-	ENSG00000111328.2
SBNO1	chr12	q	123773656	123849390	-	ENSG00000139697.7
SETD8	chr12	q	123868320	123893905	+	ENSG00000183955.8
RILPL2	chr12	q	123899936	123921264	-	ENSG00000150977.9
SNRNP35	chr12	q	123942188	123957701	+	ENSG00000184209.14
RILPL1	chr12	q	123955925	124018265	-	ENSG00000188026.7
TMED2	chr12	q	124069078	124083116	+	ENSG00000086598.6
DDX55	chr12	q	124086624	124105488	+	ENSG00000111364.11
EIF2B1	chr12	q	124104953	124118313	-	ENSG00000111361.8
GTF2H3	chr12	q	124118375	124147153	+	ENSG00000111358.9
TCTN2	chr12	q	124155660	124192948	+	ENSG00000168778.7
ATP6V0A2	chr12	q	124196865	124246302	+	ENSG00000185344.9
DNAH10	chr12	q	124247042	124420753	+	ENSG00000197653.10
CCDC92	chr12	q	124403207	124457378	-	ENSG00000119242.4
DNAH10OS	chr12	q	124410971	124419531	-	ENSG00000250091.2
ZNF664	chr12	q	124456392	124499986	+	ENSG00000179195.11
FAM101A	chr12	q	124457788	124800570	+	ENSG00000178882.9
NCOR2	chr12	q	124808961	125052135	-	ENSG00000196498.9
SCARB1	chr12	q	125261402	125367214	-	ENSG00000073060.11
UBC	chr12	q	125396150	125401914	-	ENSG00000150991.10
DHX37	chr12	q	125431371	125473668	-	ENSG00000150990.3
BRI3BP	chr12	q	125478246	125515777	+	ENSG00000184992.10
AACS	chr12	q	125549925	125627873	+	ENSG00000081760.12
TMEM132B	chr12	q	125671382	126146917	+	ENSG00000139364.6
TMEM132C	chr12	q	128751948	129192460	+	ENSG00000181234.8
SLC15A4	chr12	q	129277739	129308528	-	ENSG00000139370.6
GLT1D1	chr12	q	129337972	129469509	+	ENSG00000151948.7
TMEM132D	chr12	q	129556270	130388211	-	ENSG00000151952.10
FZD10	chr12	q	130647004	130650285	+	ENSG00000111432.4
PIWIL1	chr12	q	130822432	130857182	+	ENSG00000125207.3
RIMBP2	chr12	q	130880682	131200826	-	ENSG00000060709.9
STX2	chr12	q	131274145	131323811	-	ENSG00000111450.9
RAN	chr12	q	131356424	131362223	+	ENSG00000132341.7
GPR133	chr12	q	131438452	131626014	+	ENSG00000111452.8
AC078925.1	chr12	q	131514221	131514769	-	ENSG00000268091.1
AC092850.1	chr12	q	131780067	131782763	+	ENSG00000267819.1
SFSWAP	chr12	q	132195626	132284282	+	ENSG00000061936.5
MMP17	chr12	q	132312938	132336328	+	ENSG00000198598.2
ULK1	chr12	q	132379196	132407712	+	ENSG00000177169.5
PUS1	chr12	q	132413745	132428406	+	ENSG00000177192.9
EP400	chr12	q	132434508	132565005	+	ENSG00000183495.9
EP400NL	chr12	q	132568828	132613029	+	ENSG00000185684.8
DDX51	chr12	q	132621139	132628880	-	ENSG00000185163.5
NOC4L	chr12	q	132628993	132637013	+	ENSG00000184967.2
GALNT9	chr12	q	132680924	132905935	-	ENSG00000182870.8
MUC8	chr12	q	133049334	133050726	-	ENSG00000269676.1
FBRSL1	chr12	q	133066137	133161774	+	ENSG00000112787.8
P2RX2	chr12	q	133195366	133198972	+	ENSG00000187848.8
POLE	chr12	q	133200348	133263951	-	ENSG00000177084.12
PXMP2	chr12	q	133264192	133297276	+	ENSG00000176894.5
RP13-672B3.2	chr12	q	133264635	133291498	+	ENSG00000256632.3
PGAM5	chr12	q	133287405	133299228	+	ENSG00000247077.2
ANKLE2	chr12	q	133302254	133338474	-	ENSG00000176915.10
GOLGA3	chr12	q	133345495	133405444	-	ENSG00000090615.8
CHFR	chr12	q	133398773	133532890	-	ENSG00000072609.13
ZNF605	chr12	q	133498019	133532892	-	ENSG00000196458.6
ZNF26	chr12	q	133562951	133589154	+	ENSG00000198393.3
ZNF84	chr12	q	133613878	133639885	+	ENSG00000198040.6
ZNF140	chr12	q	133656424	133684130	+	ENSG00000196387.5
ZNF891	chr12	q	133694740	133707059	-	ENSG00000214029.3
ZNF10	chr12	q	133707161	133736051	+	ENSG00000256223.1
ZNF268	chr12	q	133707570	133783698	+	ENSG00000090612.16
CTD-2140B24.4	chr12	q	133707570	133778955	+	ENSG00000256825.4
AC226150.4	chr12	q	133787246	133787772	-	ENSG00000255748.1
ANHX	chr12	q	133794898	133812681	-	ENSG00000227059.2
TUBA3C	chr13	q	19747910	19755992	-	ENSG00000198033.7
RP11-408E5.4	chr13	q	19756173	19761496	+	ENSG00000121388.4
TPTE2	chr13	q	19997017	20110903	-	ENSG00000132958.13
MPHOSPH8	chr13	q	20207788	20247599	+	ENSG00000196199.9
PSPC1	chr13	q	20248896	20357142	-	ENSG00000121390.13
AL354808.2	chr13	q	20268547	20269240	+	ENSG00000269591.1
ZMYM5	chr13	q	20397622	20437776	-	ENSG00000132950.14
ZMYM2	chr13	q	20532810	20665968	+	ENSG00000121741.12
GJA3	chr13	q	20712394	20735188	-	ENSG00000121743.3
GJB2	chr13	q	20761609	20767037	-	ENSG00000165474.5
GJB6	chr13	q	20796110	20806534	-	ENSG00000121742.11
CRYL1	chr13	q	20977806	21099996	-	ENSG00000165475.9
IFT88	chr13	q	21140585	21265503	+	ENSG00000032742.13
IL17D	chr13	q	21276266	21297237	+	ENSG00000172458.4
N6AMT2	chr13	q	21302870	21348097	-	ENSG00000150456.6
XPO4	chr13	q	21351469	21477187	-	ENSG00000132953.12
LATS2	chr13	q	21547171	21635686	-	ENSG00000150457.7
SAP18	chr13	q	21714653	21723221	+	ENSG00000150459.8
SKA3	chr13	q	21727734	21750741	-	ENSG00000165480.11
MRP63	chr13	q	21750784	21753223	+	ENSG00000173141.4
ZDHHC20	chr13	q	21950263	22033509	-	ENSG00000180776.11
MICU2	chr13	q	22066836	22178353	-	ENSG00000165487.9
FGF9	chr13	q	22245522	22278637	+	ENSG00000102678.6
SGCG	chr13	q	23755091	23899304	+	ENSG00000102683.6
SACS	chr13	q	23902965	24007841	-	ENSG00000151835.9
TNFRSF19	chr13	q	24144509	24250232	+	ENSG00000127863.11
MIPEP	chr13	q	24304328	24463558	-	ENSG00000027001.7
AL139080.1	chr13	q	24322243	24323901	+	ENSG00000268735.1
C1QTNF9B	chr13	q	24465238	24476794	-	ENSG00000205863.5
RP11-307N16.6	chr13	q	24553839	24895169	+	ENSG00000273167.1
SPATA13	chr13	q	24553944	24881212	+	ENSG00000182957.11
C1QTNF9	chr13	q	24881304	24896673	+	ENSG00000240654.2
AL359736.1	chr13	q	24895264	24895566	-	ENSG00000205850.6
PARP4	chr13	q	24995064	25086948	-	ENSG00000102699.5
ATP12A	chr13	q	25254549	25285921	+	ENSG00000075673.7
RNF17	chr13	q	25338290	25454059	+	ENSG00000132972.14
CENPJ	chr13	q	25457171	25497018	-	ENSG00000151849.10
LSP1	chr13	q	25591541	25591675	+	ENSG00000269099.1
PABPC3	chr13	q	25670300	25673389	+	ENSG00000151846.7
AMER2	chr13	q	25735822	25746426	-	ENSG00000165566.11
MTMR6	chr13	q	25802307	25862147	-	ENSG00000139505.10
NUPL1	chr13	q	25875662	25923938	+	ENSG00000139496.11
ATP8A2	chr13	q	25946209	26599989	+	ENSG00000132932.12
AL138815.1	chr13	q	26442061	26455095	+	ENSG00000215549.1
AL138815.2	chr13	q	26452422	26452679	-	ENSG00000268344.1
SHISA2	chr13	q	26618735	26625169	-	ENSG00000180730.4
RNF6	chr13	q	26706253	26796791	-	ENSG00000127870.12
CDK8	chr13	q	26828276	26979375	+	ENSG00000132964.7
WASF3	chr13	q	27131840	27263085	+	ENSG00000132970.8
GPR12	chr13	q	27329341	27334922	-	ENSG00000132975.6
USP12	chr13	q	27640293	27746033	-	ENSG00000152484.9
RPL21	chr13	q	27825446	27830828	+	ENSG00000122026.6
RASL11A	chr13	q	27844464	27847827	+	ENSG00000122035.6
GTF3A	chr13	q	27998681	28009958	+	ENSG00000122034.8
MTIF3	chr13	q	28009776	28024739	-	ENSG00000122033.10
LNX2	chr13	q	28120050	28194541	-	ENSG00000139517.6
POLR1D	chr13	q	28194903	28241548	+	ENSG00000186184.11
GSX1	chr13	q	28366780	28368905	+	ENSG00000169840.4
PDX1	chr13	q	28494157	28500368	+	ENSG00000139515.5
ATP5EP2	chr13	q	28519343	28519727	+	ENSG00000180389.6
CDX2	chr13	q	28536274	28545276	-	ENSG00000165556.9
URAD	chr13	q	28551851	28562791	-	ENSG00000183463.5
FLT3	chr13	q	28577411	28674729	-	ENSG00000122025.10
PAN3	chr13	q	28712643	28869475	+	ENSG00000152520.9
FLT1	chr13	q	28874489	29069265	-	ENSG00000102755.6
POMP	chr13	q	29233241	29253062	+	ENSG00000132963.7
SLC46A3	chr13	q	29274201	29293107	-	ENSG00000139508.10
MTUS2	chr13	q	29598748	30077892	+	ENSG00000132938.14
SLC7A1	chr13	q	30083547	30169825	-	ENSG00000139514.8
UBL3	chr13	q	30338508	30424821	-	ENSG00000122042.9
KATNAL1	chr13	q	30776767	30881621	-	ENSG00000102781.9
HMGB1	chr13	q	31032884	31191734	-	ENSG00000189403.10
USPL1	chr13	q	31191830	31233686	+	ENSG00000132952.7
ALOX5AP	chr13	q	31309645	31338556	+	ENSG00000132965.5
MEDAG	chr13	q	31480328	31499709	+	ENSG00000102802.5
TEX26	chr13	q	31506840	31549639	+	ENSG00000175664.5
HSPH1	chr13	q	31710762	31736525	-	ENSG00000120694.15
B3GALTL	chr13	q	31774073	31906413	+	ENSG00000187676.7
RXFP2	chr13	q	32313674	32377009	+	ENSG00000133105.3
FRY	chr13	q	32605437	32870794	+	ENSG00000073910.15
ZAR1L	chr13	q	32877837	32889481	-	ENSG00000189167.7
BRCA2	chr13	q	32889611	32973805	+	ENSG00000139618.10
N4BP2L1	chr13	q	32974861	33002315	-	ENSG00000139597.12
N4BP2L2	chr13	q	33006554	33112970	-	ENSG00000244754.4
PDS5B	chr13	q	33160564	33352157	+	ENSG00000083642.14
KL	chr13	q	33590207	33640282	+	ENSG00000133116.6
STARD13	chr13	q	33677272	33924767	-	ENSG00000133121.16
RFC3	chr13	q	34392186	34540695	+	ENSG00000133119.8
NBEA	chr13	q	35516424	36247159	+	ENSG00000172915.14
MAB21L1	chr13	q	36047926	36050832	-	ENSG00000180660.6
DCLK1	chr13	q	36345478	36705443	-	ENSG00000133083.10
SOHLH2	chr13	q	36742345	36871979	-	ENSG00000120669.11
CCDC169-SOHLH2	chr13	q	36742931	36871979	-	ENSG00000250709.1
CCDC169	chr13	q	36801182	36871977	-	ENSG00000242715.3
SPG20	chr13	q	36875775	36944317	-	ENSG00000133104.8
SPG20OS	chr13	q	36920568	36943738	+	ENSG00000120664.6
CCNA1	chr13	q	37005967	37017019	+	ENSG00000133101.5
SERTM1	chr13	q	37248049	37271976	+	ENSG00000180440.3
RFXAP	chr13	q	37393361	37403241	+	ENSG00000133111.3
SMAD9	chr13	q	37418968	37494902	-	ENSG00000120693.9
ALG5	chr13	q	37523912	37574398	-	ENSG00000120697.4
EXOSC8	chr13	q	37572953	37583750	+	ENSG00000120699.8
SUPT20H	chr13	q	37583449	37633850	-	ENSG00000102710.15
CSNK1A1L	chr13	q	37677398	37679803	-	ENSG00000180138.6
POSTN	chr13	q	38136720	38172981	-	ENSG00000133110.10
TRPC4	chr13	q	38210773	38444562	-	ENSG00000133107.10
UFM1	chr13	q	38923986	38937140	+	ENSG00000120686.7
FREM2	chr13	q	39261266	39460074	+	ENSG00000150893.9
STOML3	chr13	q	39540062	39565203	-	ENSG00000133115.7
PROSER1	chr13	q	39584003	39612252	-	ENSG00000120685.15
NHLRC3	chr13	q	39612443	39624246	+	ENSG00000188811.8
LHFP	chr13	q	39917029	40177665	-	ENSG00000183722.7
COG6	chr13	q	40229764	40365802	+	ENSG00000133103.12
AL133318.1	chr13	q	41111138	41111323	-	ENSG00000269120.1
FOXO1	chr13	q	41129804	41240734	-	ENSG00000150907.6
MRPS31	chr13	q	41303432	41345309	-	ENSG00000102738.6
SLC25A15	chr13	q	41363548	41384247	+	ENSG00000102743.10
ELF1	chr13	q	41506056	41635576	-	ENSG00000120690.9
WBP4	chr13	q	41635410	41658137	+	ENSG00000120688.7
KBTBD6	chr13	q	41701705	41706882	-	ENSG00000165572.6
KBTBD7	chr13	q	41763969	41768702	-	ENSG00000120696.8
MTRF1	chr13	q	41790505	41837742	-	ENSG00000120662.11
NAA16	chr13	q	41885341	41951166	+	ENSG00000172766.14
RGCC	chr13	q	42031695	42045018	+	ENSG00000102760.12
VWA8	chr13	q	42140973	42535256	-	ENSG00000102763.11
DGKH	chr13	q	42614176	42830714	+	ENSG00000102780.12
AKAP11	chr13	q	42846289	42897396	+	ENSG00000023516.7
TNFSF11	chr13	q	43136872	43182149	+	ENSG00000120659.10
FAM216B	chr13	q	43355686	43365683	+	ENSG00000179813.2
EPSTI1	chr13	q	43460524	43566407	-	ENSG00000133106.10
DNAJC15	chr13	q	43597339	43683045	+	ENSG00000120675.4
ENOX1	chr13	q	43787654	44361044	-	ENSG00000120658.8
CCDC122	chr13	q	44398045	44453827	-	ENSG00000151773.8
LACC1	chr13	q	44453420	44468068	+	ENSG00000179630.6
SMIM2	chr13	q	44717679	44735393	-	ENSG00000139656.5
SERP2	chr13	q	44947801	44971850	+	ENSG00000151778.6
TSC22D1	chr13	q	45007655	45151283	-	ENSG00000102804.10
NUFIP1	chr13	q	45513384	45563618	-	ENSG00000083635.7
GPALPP1	chr13	q	45563687	45607746	+	ENSG00000133114.13
GTF2F2	chr13	q	45694650	45858237	+	ENSG00000188342.7
KCTD4	chr13	q	45766988	45775175	-	ENSG00000180332.5
TPT1	chr13	q	45911008	45915505	-	ENSG00000133112.12
SLC25A30	chr13	q	45967451	45992590	-	ENSG00000174032.12
COG3	chr13	q	46039060	46110765	+	ENSG00000136152.10
FAM194B	chr13	q	46108657	46189874	-	ENSG00000165837.7
SPERT	chr13	q	46276446	46288694	+	ENSG00000174015.5
SIAH3	chr13	q	46354405	46425871	-	ENSG00000215475.3
ZC3H13	chr13	q	46528600	46626894	-	ENSG00000123200.12
CPB2	chr13	q	46627321	46679211	-	ENSG00000080618.9
LCP1	chr13	q	46700055	46786006	-	ENSG00000136167.9
LRRC63	chr13	q	46786083	46851501	+	ENSG00000173988.8
KIAA0226L	chr13	q	46916139	47012325	-	ENSG00000102445.14
LRCH1	chr13	q	47127303	47327175	+	ENSG00000136141.10
ESD	chr13	q	47345391	47371367	-	ENSG00000139684.9
HTR2A	chr13	q	47405685	47471169	-	ENSG00000102468.6
SUCLA2	chr13	q	48510622	48612125	-	ENSG00000136143.9
NUDT15	chr13	q	48611703	48621358	+	ENSG00000136159.3
MED4	chr13	q	48627459	48669267	-	ENSG00000136146.10
ITM2B	chr13	q	48807294	48837063	+	ENSG00000136156.8
RB1	chr13	q	48877887	49056122	+	ENSG00000139687.9
LPAR6	chr13	q	48963707	49018840	-	ENSG00000139679.11
RCBTB2	chr13	q	49063095	49107369	-	ENSG00000136161.8
CYSLTR2	chr13	q	49280951	49283498	+	ENSG00000152207.3
FNDC3A	chr13	q	49550048	49783915	+	ENSG00000102531.12
MLNR	chr13	q	49794474	49796513	+	ENSG00000102539.4
CDADC1	chr13	q	49822047	49867618	+	ENSG00000102543.10
CAB39L	chr13	q	49882786	50018262	-	ENSG00000102547.14
AL136218.1	chr13	q	50007495	50020554	-	ENSG00000215462.1
SETDB2	chr13	q	50018429	50069138	+	ENSG00000136169.12
PHF11	chr13	q	50069746	50103123	+	ENSG00000136147.12
RCBTB1	chr13	q	50106082	50159719	-	ENSG00000136144.7
ARL11	chr13	q	50202435	50208008	+	ENSG00000152213.3
EBPL	chr13	q	50234859	50265611	-	ENSG00000123179.9
KPNA3	chr13	q	50273447	50367057	-	ENSG00000102753.5
SPRYD7	chr13	q	50486842	50510626	-	ENSG00000123178.10
TRIM13	chr13	q	50570024	50594617	+	ENSG00000204977.5
KCNRG	chr13	q	50589390	50595058	+	ENSG00000198553.4
DLEU1	chr13	q	50656307	51297372	+	ENSG00000176124.7
DLEU7	chr13	q	51285144	51418075	-	ENSG00000186047.9
RNASEH2B	chr13	q	51483814	51544592	+	ENSG00000136104.14
FAM124A	chr13	q	51796503	51858377	+	ENSG00000150510.11
SERPINE3	chr13	q	51909909	51938871	+	ENSG00000253309.2
INTS6	chr13	q	51928213	52028400	-	ENSG00000102786.10
WDFY2	chr13	q	52158644	52336171	+	ENSG00000139668.7
DHRS12	chr13	q	52342129	52378293	-	ENSG00000102796.6
